country,city,apartment_living_area_sqm,price_in_USD,price_per_sqm,apartment_bedrooms,apartment_bathrooms,area_flag_outlier,price_flag_outlier
Belarus,"Hrodna Region, Viercialiskauski sielski Saviet, Grodno District, Belarus",47,21500,457.4468085106383,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",59,17000,288.135593220339,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",50,19500,390,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Krasnienski sielski Saviet, Maladzyechna District, Belarus",36,17000,472.22222222222223,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Minsk District, Belarus",21,18500,880.952380952381,NA,NA,FALSE,FALSE
Belarus,"Turna Vialikaja, Brest Region, Vidamlianski sielski Saviet, Kamenets District, Belarus",28,15500,553.5714285714286,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Kirauski sielski Saviet, Slutsk District, Belarus",49,16500,336.734693877551,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",35,17500,500,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Piarezyrski sielski Saviet, Pukhavichy District, Belarus",98,17900,182.6530612244898,NA,NA,FALSE,FALSE
Belarus,"Homel Region, Homel, Belarus",37,17000,459.4594594594595,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dziescanski sielski Saviet, Uzda District, Belarus",23,12200,530.4347826086956,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Navapolski sielski Saviet, Pukhavichy District, Belarus",14,8800,628.5714285714286,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dziescanski sielski Saviet, Uzda District, Belarus",38,24500,644.7368421052631,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Sciapankauski sielski Saviet, Zhabinka District, Belarus",25,17000,680,NA,NA,FALSE,FALSE
Belarus,"Lyuban, Minsk Region, Lyuban District, Belarus",38,17500,460.5263157894737,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rakauski sielski Saviet, Valozhyn District, Belarus",32,17999,562.46875,NA,NA,FALSE,FALSE
Belarus,"Aziory, Hrodna Region, Aziorski sielski Saviet, Grodno District, Belarus",24,19900,829.1666666666666,NA,NA,FALSE,FALSE
Belarus,"Vysokaye, Brest Region, Kamenets District, Belarus",73,19900,272.6027397260274,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Iljanski sielski Saviet, Vileyka District, Belarus",107,16000,149.53271028037383,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Lukauski sielski Saviet, Malaryta District, Belarus",16,14700,918.75,NA,NA,FALSE,FALSE
Belarus,"Byarozawka, Hrodna Region, Lida District, Belarus",49,19900,406.1224489795918,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Krasnienski sielski Saviet, Maladzyechna District, Belarus",45,11900,264.44444444444446,NA,NA,FALSE,FALSE
Belarus,"Harodzki, Minsk Region, Harodzkauski sielski Saviet, Valozhyn District, Belarus",48,27500,572.9166666666666,NA,NA,FALSE,FALSE
Belarus,"Turna Vialikaja, Brest Region, Vidamlianski sielski Saviet, Kamenets District, Belarus",19,15000,789.4736842105264,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",29,15900,548.2758620689655,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Putryskauski sielski Saviet, Grodno District, Belarus",27,20000,740.7407407407408,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Matykalski sielski Saviet, Brest District, Belarus",40,23000,575,NA,NA,FALSE,FALSE
Belarus,"Lyuban, Minsk Region, Lyuban District, Belarus",56,20000,357.14285714285717,NA,NA,FALSE,FALSE
Belarus,"Mahilyow Region, Mahilyow, Belarus",47,17900,380.8510638297872,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Sapockinski sielski Saviet, Grodno District, Belarus",53,20000,377.35849056603774,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Kliejnikauski sielski Saviet, Brest District, Belarus",32,14000,437.5,NA,NA,FALSE,FALSE
Belarus,"Miasata, Minsk Region, Miasocki sielski Saviet, Maladzyechna District, Belarus",39,18900,484.61538461538464,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Lyntupski sielski Saviet, Pastavy District, Belarus",30,15000,500,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Klinocki sielski Saviet, Chervyen District, Belarus",35,12900,368.57142857142856,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barauski sielski Saviet, Dzyarzhynsk District, Belarus",17,9900,582.3529411764706,NA,NA,FALSE,FALSE
Belarus,"Zazerka, Minsk Region, Piarezyrski sielski Saviet, Pukhavichy District, Belarus",46,26000,565.2173913043479,NA,NA,FALSE,FALSE
Belarus,"Pahost 2, Minsk Region, cyzevicki sielski Saviet, Salihorsk District, Belarus",42,25000,595.2380952380952,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Putcynski sielski Saviet, Dzyarzhynsk District, Belarus",39,16000,410.2564102564103,NA,NA,FALSE,FALSE
Belarus,"Markava, Minsk Region, Markauski sielski Saviet, Maladzyechna District, Belarus",44,21000,477.27272727272725,NA,NA,FALSE,FALSE
Belarus,"Sedcha, Minsk Region, Piarezyrski sielski Saviet, Pukhavichy District, Belarus",18,18000,1000,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",30,24900,830,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",28,18000,642.8571428571429,NA,NA,FALSE,FALSE
Belarus,"Radashkovichy, Minsk Region, Maladzyechna District, Belarus",26,12500,480.7692307692308,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Viercialiskauski sielski Saviet, Grodno District, Belarus",47,21500,457.4468085106383,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Usiazski sielski Saviet, Smalyavichy District, Belarus",44,13900,315.90909090909093,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Krajski sielski Saviet, Lahoysk District, Belarus",52,9000,173.07692307692307,NA,NA,FALSE,FALSE
Belarus,"Slonim, Hrodna Region, Slonim District, Belarus",38,26000,684.2105263157895,NA,NA,FALSE,FALSE
Belarus,"Brest Region, carnaucycki sielski Saviet, Brest District, Belarus",43,23000,534.8837209302326,NA,NA,FALSE,FALSE
Belarus,"Slonim, Hrodna Region, Slonim District, Belarus",44,18000,409.09090909090907,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",17,21900,1288.235294117647,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Pliescanicki sielski Saviet, Lahoysk District, Belarus",38,22500,592.1052631578947,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Bialarucki sielski Saviet, Lahoysk District, Belarus",27,16000,592.5925925925926,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Jzufouski sielski Saviet, Minsk District, Belarus",35,17800,508.57142857142856,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Ratajcycki sielski Saviet, Kamenets District, Belarus",35,13000,371.42857142857144,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Haradziscanski sielski Saviet, Baranavichy District, Belarus",33,24900,754.5454545454545,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Aliachnovicki sielski Saviet, Maladzyechna District, Belarus",35,11800,337.14285714285717,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Babinicki sielski Saviet, Orsha District, Belarus",43,23000,534.8837209302326,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dukorski sielski Saviet, Pukhavichy District, Belarus",50,12999,259.98,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Pliski sielski Saviet, Smalyavichy District, Belarus",40,13490,337.25,NA,NA,FALSE,FALSE
Belarus,"Hlivin, Minsk Region, Hlivinski sielski Saviet, Barysaw District, Belarus",69,28500,413.04347826086956,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Zabinkauski sielski Saviet, Zhabinka District, Belarus",44,21000,477.27272727272725,NA,NA,FALSE,FALSE
Belarus,"Licviany, Minsk Region, Uzdzienski sielski Saviet, Uzda District, Belarus",97,21000,216.49484536082474,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zabalocki sielski Saviet, Smalyavichy District, Belarus",30,19900,663.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Kamyanyets, Brest Region, Kamenets District, Belarus",28,20000,714.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Bialarucki sielski Saviet, Lahoysk District, Belarus",48,25000,520.8333333333334,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Pieliscanski sielski Saviet, Kamenets District, Belarus",52,12000,230.76923076923077,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",62,27000,435.48387096774195,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rakauski sielski Saviet, Valozhyn District, Belarus",51,14000,274.5098039215686,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Aharodnicki sielski Saviet, Kamenets District, Belarus",35,29000,828.5714285714286,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",31,22000,709.6774193548387,NA,NA,FALSE,FALSE
Belarus,"cysc, Minsk Region, cyscinski sielski Saviet, Maladzyechna District, Belarus",23,22500,978.2608695652174,NA,NA,FALSE,FALSE
Belarus,"Homel Region, Babovicki sielski Saviet, Homyel District, Belarus",42,19500,464.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",22,20000,909.0909090909091,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Sciapankauski sielski Saviet, Zhabinka District, Belarus",41,22000,536.5853658536586,NA,NA,FALSE,FALSE
Belarus,"Kamyanyets, Brest Region, Kamenets District, Belarus",36,21500,597.2222222222222,NA,NA,FALSE,FALSE
Belarus,"Hrychyna, Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",78,23900,306.4102564102564,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Radvanicki sielski Saviet, Brest District, Belarus",74,12900,174.32432432432432,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Dubrovienski sielski Saviet, Lida District, Belarus",39,11500,294.87179487179486,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Vielikarycki sielski Saviet, Malaryta District, Belarus",47,27000,574.468085106383,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Pliski sielski Saviet, Smalyavichy District, Belarus",36,9300,258.3333333333333,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rudzienski sielski Saviet, Pukhavichy District, Belarus",35,15000,428.57142857142856,NA,NA,FALSE,FALSE
Belarus,"Skoki, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",98,23000,234.69387755102042,NA,NA,FALSE,FALSE
Belarus,"Sluck, Minsk Region, Slutsk District, Belarus",55,19500,354.54545454545456,NA,NA,FALSE,FALSE
Belarus,"Liapliouka, Brest Region, Damacauski sielski Saviet, Brest District, Belarus",39,15500,397.43589743589746,NA,NA,FALSE,FALSE
Belarus,"Pleshchanitsy, Minsk Region, Lahoysk District, Belarus",61,19900,326.2295081967213,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Telminski sielski Saviet, Brest District, Belarus",21,18000,857.1428571428571,NA,NA,FALSE,FALSE
Belarus,"Znamienka, Brest Region, Znamienski sielski Saviet, Brest District, Belarus",35,21000,600,NA,NA,FALSE,FALSE
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",45,24000,533.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",43,12900,300,NA,NA,FALSE,FALSE
Belarus,"Slabada, Minsk Region, Piekalinski sielski Saviet, Smalyavichy District, Belarus",34,11500,338.2352941176471,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",15,29200,1946.6666666666667,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Harodzkauski sielski Saviet, Valozhyn District, Belarus",54,27000,500,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",46,25900,563.0434782608696,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Uzdzienski sielski Saviet, Uzda District, Belarus",42,24900,592.8571428571429,NA,NA,FALSE,FALSE
Belarus,"Vierchaliessie, Brest Region, Navasiolkauski sielski Saviet, Kobryn District, Belarus",94,25500,271.27659574468083,NA,NA,FALSE,FALSE
Belarus,"Kamyanyets, Brest Region, Kamenets District, Belarus",38,20000,526.3157894736842,NA,NA,FALSE,FALSE
Belarus,"Jackavicy, Brest Region, Lyscycki sielski Saviet, Brest District, Belarus",45,17000,377.77777777777777,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Jzufouski sielski Saviet, Minsk District, Belarus",60,22000,366.6666666666667,NA,NA,FALSE,FALSE
Belarus,"Homel Region, Homel, Belarus",67,27000,402.9850746268657,NA,NA,FALSE,FALSE
Belarus,"Stryhava, Brest Region, Tevielski sielski Saviet, Kobryn District, Belarus",31,10500,338.7096774193548,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Holacki sielski Saviet, Pukhavichy District, Belarus",44,30000,681.8181818181819,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rubiazevicki sielski Saviet, Stowbtsy District, Belarus",68,8900,130.88235294117646,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Vítebsk, Belarus",20,26500,1325,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Ivianiecki sielski Saviet, Valozhyn District, Belarus",35,19000,542.8571428571429,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",47,25000,531.9148936170212,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Sapiecynski sielski Saviet, Vitebsk District, Belarus",24,20000,833.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Haradzišča, Brest Region, Haradziscanski sielski Saviet, Baranavichy District, Belarus",37,23500,635.1351351351351,NA,NA,FALSE,FALSE
Belarus,"Nyasvizh, Minsk Region, Belarus",43,18500,430.2325581395349,NA,NA,FALSE,FALSE
Belarus,"Brest Region, carnaucycki sielski Saviet, Brest District, Belarus",31,19000,612.9032258064516,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Radvanicki sielski Saviet, Brest District, Belarus",20,21000,1050,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Lida, Lida District, Belarus",52,28000,538.4615384615385,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Lida, Lida District, Belarus",20,11000,550,NA,NA,FALSE,FALSE
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",54,25500,472.22222222222223,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Putcynski sielski Saviet, Dzyarzhynsk District, Belarus",35,32000,914.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Liapliouka, Brest Region, Damacauski sielski Saviet, Brest District, Belarus",43,27000,627.9069767441861,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Krasnienski sielski Saviet, Maladzyechna District, Belarus",44,9900,225,NA,NA,FALSE,FALSE
Belarus,"Vysokaye, Brest Region, Kamenets District, Belarus",49,25000,510.2040816326531,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Telminski sielski Saviet, Brest District, Belarus",19,28500,1500,NA,NA,FALSE,FALSE
Belarus,"Snoŭ, Minsk Region, Snouski sielski Saviet, Nesvizh District, Belarus",69,17900,259.42028985507244,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Rakitnicki sielski Saviet, Zhabinka District, Belarus",75,25000,333.3333333333333,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Piatryskauski sielski Saviet, Minsk District, Belarus",28,16900,603.5714285714286,NA,NA,FALSE,FALSE
Belarus,"Babinavichy, Vitsebsk Region, Babinavicki sielski Saviet, Liozna District, Belarus",41,18000,439.0243902439024,NA,NA,FALSE,FALSE
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",50,31900,638,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Lieninski sielski Saviet, Zhabinka District, Belarus",30,13500,450,NA,NA,FALSE,FALSE
Belarus,"Zhabinka, Brest Region, Zhabinka District, Belarus",212,27000,127.35849056603773,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Lahojski sielski Saviet, Lahoysk District, Belarus",35,25900,740,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Starobinski sielski Saviet, Salihorsk District, Belarus",32,29900,934.375,NA,NA,FALSE,FALSE
Belarus,"Sluck, Minsk Region, Slutsk District, Belarus",50,27000,540,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",35,25000,714.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Chaciezynski sielski Saviet, Minsk District, Belarus",24,27000,1125,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",50,21650,433,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rakauski sielski Saviet, Valozhyn District, Belarus",48,21900,456.25,NA,NA,FALSE,FALSE
Belarus,"Hajna, Minsk Region, Hajnienski sielski Saviet, Lahoysk District, Belarus",35,18900,540,NA,NA,FALSE,FALSE
Belarus,"Hresk, Minsk Region, Hreski sielski Saviet, Slutsk District, Belarus",56,19000,339.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Znamienka, Brest Region, Znamienski sielski Saviet, Brest District, Belarus",37,27000,729.7297297297297,NA,NA,FALSE,FALSE
Belarus,"Vileyka, Minsk Region, Vileyka District, Belarus",52,35000,673.0769230769231,NA,NA,FALSE,FALSE
Belarus,"Zamoscie, Minsk Region, Pokrasauski sielski Saviet, Slutsk District, Belarus",35,12500,357.14285714285717,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dziescanski sielski Saviet, Uzda District, Belarus",41,29000,707.3170731707318,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Kalodziezski sielski Saviet, Chervyen District, Belarus",43,28000,651.1627906976744,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Minsk District, Belarus",40,31000,775,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",89,31900,358.4269662921348,NA,NA,FALSE,FALSE
Belarus,"Shchuchyn, Hrodna Region, Shchuchyn District, Belarus",43,30000,697.6744186046511,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",22,23500,1068.1818181818182,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Sarsunski sielski Saviet, Minsk District, Belarus",38,24900,655.2631578947369,NA,NA,FALSE,FALSE
Belarus,"Viazynka, Minsk Region, Radaskovicki sielski Saviet, Maladzyechna District, Belarus",52,29000,557.6923076923077,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Jzufouski sielski Saviet, Minsk District, Belarus",41,36000,878.0487804878048,NA,NA,FALSE,FALSE
Belarus,"Rechytsa, Homel Region, Rechytsa District, Belarus",39,28000,717.9487179487179,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",49,19900,406.1224489795918,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",39,21500,551.2820512820513,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",31,21000,677.4193548387096,NA,NA,FALSE,FALSE
Belarus,"Homel Region, Homel, Belarus",31,18000,580.6451612903226,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dziarzynski sielski Saviet, Dzyarzhynsk District, Belarus",58,29900,515.5172413793103,NA,NA,FALSE,FALSE
Belarus,"Pyatryshki, Minsk Region, Piatryskauski sielski Saviet, Minsk District, Belarus",60,35700,595,NA,NA,FALSE,FALSE
Belarus,"Lucniki, Minsk Region, Siarazski sielski Saviet, Slutsk District, Belarus",30,12000,400,NA,NA,FALSE,FALSE
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",60,33000,550,NA,NA,FALSE,FALSE
Belarus,"Aziaty, Brest Region, Aziacki sielski Saviet, Zhabinka District, Belarus",55,31500,572.7272727272727,NA,NA,FALSE,FALSE
Belarus,"Uzda, Minsk Region, Uzda District, Belarus",30,33000,1100,NA,NA,FALSE,FALSE
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",38,24500,644.7368421052631,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",40,31000,775,NA,NA,FALSE,FALSE
Belarus,"Ruzhany, Brest Region, Ruzanski sielski Saviet, Pruzhany District, Belarus",45,34000,755.5555555555555,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Piatryskauski sielski Saviet, Minsk District, Belarus",29,29000,1000,NA,NA,FALSE,FALSE
Belarus,"Kamarouka, Brest Region, Tamasouski sielski Saviet, Brest District, Belarus",34,18000,529.4117647058823,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",39,20000,512.8205128205128,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Zabalocki sielski Saviet, Smalyavichy District, Belarus",80,23500,293.75,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Smilavicki sielski Saviet, Chervyen District, Belarus",30,19800,660,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",51,28000,549.0196078431372,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barauski sielski Saviet, Dzyarzhynsk District, Belarus",53,32500,613.2075471698113,NA,NA,FALSE,FALSE
Belarus,"Karzuny, Minsk Region, Smilavicki sielski Saviet, Chervyen District, Belarus",57,34900,612.280701754386,NA,NA,FALSE,FALSE
Belarus,"Slonim, Hrodna Region, Slonim District, Belarus",79,30000,379.746835443038,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Radvanicki sielski Saviet, Brest District, Belarus",106,29000,273.58490566037733,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",51,34000,666.6666666666666,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Smilavicki sielski Saviet, Chervyen District, Belarus",52,35900,690.3846153846154,NA,NA,FALSE,FALSE
Belarus,"Racicy, Hrodna Region, Padlabienski sielski Saviet, Grodno District, Belarus",28,26500,946.4285714285714,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",24,34500,1437.5,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",41,34900,851.219512195122,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",58,33000,568.9655172413793,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Krasnienski sielski Saviet, Maladzyechna District, Belarus",48,19999,416.6458333333333,NA,NA,FALSE,FALSE
Belarus,"Lielikava, Brest Region, Dzivinski sielski Saviet, Kobryn District, Belarus",43,30000,697.6744186046511,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Pieliscanski sielski Saviet, Kamenets District, Belarus",38,21000,552.6315789473684,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, cyzevicki sielski Saviet, Salihorsk District, Belarus",39,17900,458.97435897435895,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Pryharadny sielski Saviet, Barysaw District, Belarus",33,30000,909.0909090909091,NA,NA,FALSE,FALSE
Belarus,"Chervyen, Minsk Region, Chervyen District, Belarus",66,30000,454.54545454545456,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Starobinski sielski Saviet, Salihorsk District, Belarus",32,29900,934.375,NA,NA,FALSE,FALSE
Belarus,"Dziahilna, Minsk Region, Dziarzynski sielski Saviet, Dzyarzhynsk District, Belarus",42,35000,833.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dukorski sielski Saviet, Pukhavichy District, Belarus",28,34500,1232.142857142857,NA,NA,FALSE,FALSE
Belarus,"Hliniany, Hrodna Region, Skidzielski sielski Saviet, Grodno District, Belarus",55,31000,563.6363636363636,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",45,34400,764.4444444444445,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",54,33000,611.1111111111111,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",93,26000,279.5698924731183,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",48,33000,687.5,NA,NA,FALSE,FALSE
Belarus,"Zmurauka, Homel Region, Zmurauski sielski Saviet, Rechytsa District, Belarus",61,35000,573.7704918032787,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Rudzienski sielski Saviet, Pukhavichy District, Belarus",22,20000,909.0909090909091,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dabryniouski sielski Saviet, Dzyarzhynsk District, Belarus",30,22000,733.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",19,26500,1394.7368421052631,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Niemanicki sielski Saviet, Barysaw District, Belarus",53,26500,500,NA,NA,FALSE,FALSE
Belarus,"Hrodna Region, Krasnienski sielski Saviet, Karelichy District, Belarus",56,26000,464.2857142857143,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",29,37000,1275.8620689655172,NA,NA,FALSE,FALSE
Belarus,"Pyatryshki, Minsk Region, Piatryskauski sielski Saviet, Minsk District, Belarus",30,30000,1000,NA,NA,FALSE,FALSE
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",67,31500,470.14925373134326,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Telminski sielski Saviet, Brest District, Belarus",48,30400,633.3333333333334,NA,NA,FALSE,FALSE
Belarus,"Stowbtsy, Minsk Region, Stowbtsy District, Belarus",68,33000,485.29411764705884,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",37,26000,702.7027027027027,NA,NA,FALSE,FALSE
Belarus,"Smalyavichy, Minsk Region, Smalyavichy District, Belarus",250,24500,98,NA,NA,FALSE,FALSE
Belarus,"Zhabinka, Brest Region, Zhabinka District, Belarus",80,30000,375,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",37,35000,945.9459459459459,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",34,33000,970.5882352941177,NA,NA,FALSE,FALSE
Belarus,"Viasieja, Minsk Region, Viasiejski sielski Saviet, Slutsk District, Belarus",43,24900,579.0697674418604,NA,NA,FALSE,FALSE
Belarus,"Minsk Region, Dziamidavicki sielski Saviet, Dzyarzhynsk District, Belarus",62,25000,403.2258064516129,NA,NA,FALSE,FALSE
Belarus,"Dabryniova, Minsk Region, Dabryniouski sielski Saviet, Dzyarzhynsk District, Belarus",60,29000,483.3333333333333,NA,NA,FALSE,FALSE
Belarus,"Homel Region, Homel, Belarus",51,39000,764.7058823529412,NA,NA,FALSE,FALSE
Belarus,"Novyja Lyscycy, Brest Region, Lyscycki sielski Saviet, Brest District, Belarus",64,26900,420.3125,NA,NA,FALSE,FALSE
Belarus,"Zhodzina, Minsk Region, Belarus",78,34900,447.43589743589746,NA,NA,FALSE,FALSE
Belarus,"Brest Region, Brest, Belarus",46,31900,693.4782608695652,NA,NA,FALSE,FALSE
