country,city,apartment_living_area_sqm,price_in_USD,price_per_sqm,apartment_bedrooms,apartment_bathrooms,area_flag_outlier,price_flag_outlier
Turkey,"Muratpasa, Mediterranean Region, Turkey",145,224994,1551.6827586206896,3.0,3.0,FALSE,FALSE
Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",115,198908,1729.6347826086956,3.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",220,234124,1064.2,4.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",114,226457,1986.4649122807018,2.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",44,146735,3334.8863636363635,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",60,207369,3456.15,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",90,166300,1847.7777777777778,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",48,133692,2785.25,NA,NA,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",50,120649,2412.98,1.0,1.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",153,214125,1399.5098039215686,4.0,3.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",33,130431,3952.4545454545455,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Mersin, Turkey",80,95000,1187.5,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Turkey",75,135807,1810.76,2.0,1.0,FALSE,FALSE
Turkey,"Muratpasa, Mediterranean Region, Turkey",70,130431,1863.3,2.0,1.0,FALSE,FALSE
Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",58,147822,2548.655172413793,1.0,1.0,FALSE,FALSE
Turkey,"Etimesgut, Central Anatolia Region, Ankara, Yenimahalle, Turkey",65,127171,1956.4769230769232,2.0,1.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",59,283688,4808.271186440678,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",54,210864,3904.8888888888887,2.0,1.0,FALSE,FALSE
Turkey,"Demirtas, Mediterranean Region, Alanya, Turkey",95,139294,1466.2526315789473,2.0,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",50,132371,2647.42,1.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",32,111954,3498.5625,NA,NA,FALSE,FALSE
Turkey,"Etimesgut, Central Anatolia Region, Ankara, Yenimahalle, Turkey",42,109780,2613.809523809524,1.0,1.0,FALSE,FALSE
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",55,112143,2038.9636363636364,1.0,NA,FALSE,FALSE
Turkey,"Altindag, Central Anatolia Region, Turkey",120,109780,914.8333333333334,3.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",45,118475,2632.777777777778,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",40,228255,5706.375,NA,NA,FALSE,FALSE
Turkey,"Altindag, Central Anatolia Region, Turkey",151,173909,1151.7152317880796,3.0,2.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",135,217386,1610.2666666666667,3.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",40,277167,6929.175,1.0,1.0,FALSE,FALSE
Turkey,"Mudanya, Marmara Region, Bursa, Turkey",100,147822,1478.22,3.0,2.0,FALSE,FALSE
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",60,248907,4148.45,1.0,1.0,FALSE,FALSE
Turkey,"Muratpasa, Mediterranean Region, Turkey",97,207603,2140.237113402062,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",45,129344,2874.311111111111,NA,NA,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",119,246733,2073.3865546218485,3.0,2.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",82,127381,1553.4268292682927,1.0,1.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",46,147822,3213.521739130435,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",100,308688,3086.88,3.0,2.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",35,102171,2919.1714285714284,NA,NA,FALSE,FALSE
Turkey,"Bozyer, Aegean Region, Turkey",70,227168,3245.2571428571428,2.0,2.0,FALSE,FALSE
Turkey,"Kuecuekcekmece, Marmara Region, Turkey",85,291297,3427.0235294117647,3.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Istanbul, Turkey",87,309211,3554.1494252873563,2.0,2.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",70,247820,3540.285714285714,NA,NA,FALSE,FALSE
Turkey,"Yalincak, Ortahisar, Black Sea Region, Turkey",165,120649,731.2060606060606,3.0,3.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",32,140214,4381.6875,NA,NA,FALSE,FALSE
Turkey,"Beylikduezue, Marmara Region, Turkey",85,130000,1529.4117647058824,2.0,1.0,FALSE,FALSE
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",35,129908,3711.657142857143,NA,1.0,FALSE,FALSE
Turkey,"Kozluca, Marmara Region, Inegoel, Turkey",132,155431,1177.5075757575758,3.0,2.0,FALSE,FALSE
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",53,124997,2358.433962264151,1.0,1.0,FALSE,FALSE
Turkey,"Osmangazi, Marmara Region, Turkey",100,136953,1369.53,2.0,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",36,165213,4589.25,NA,NA,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",81,199995,2469.074074074074,1.0,1.0,FALSE,FALSE
Turkey,"Bayrakli, Aegean Region, Turkey",56,182281,3255.0178571428573,2.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",135,271732,2012.8296296296296,4.0,2.0,FALSE,FALSE
Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",165,233690,1416.3030303030303,3.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",72,271732,3774.0555555555557,NA,NA,FALSE,FALSE
Turkey,"Marmara Region, Turkey",94,241298,2567,2.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",74,298905,4039.2567567567567,NA,NA,FALSE,FALSE
Turkey,"Marmara Region, Turkey",91,273906,3009.956043956044,2.0,2.0,FALSE,FALSE
Turkey,"Bueyuekkumluca, Mediterranean Region, Antalya, Turkey",42,260000,6190.476190476191,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",95,233356,2456.378947368421,2.0,1.0,FALSE,FALSE
Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",51,119562,2344.3529411764707,1.0,1.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",47,118475,2520.744680851064,1.0,1.0,FALSE,FALSE
Turkey,"Central Anatolia Region, Turkey",150,138040,920.2666666666667,4.0,2.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",56,132605,2367.9464285714284,NA,NA,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",46,118475,2575.5434782608695,NA,NA,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",74,118475,1601.0135135135135,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",30,136953,4565.1,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",55,139293,2532.6,1.0,1.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",53,197821,3732.4716981132074,1.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Besevler Mahallesi, Niluefer, Turkey",86,247820,2881.6279069767443,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",69,256515,3717.608695652174,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",115,240000,2086.9565217391305,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",42,130431,3105.5,1.0,1.0,FALSE,FALSE
Turkey,"Aksakli, Black Sea Region, Besikduezue, Turkey",210,151083,719.4428571428572,4.0,2.0,FALSE,FALSE
Turkey,"Kepez, Mediterranean Region, Turkey",120,147822,1231.85,3.0,2.0,FALSE,FALSE
Turkey,"Cinarcik, Marmara Region, Bursa, Turkey",80,148909,1861.3625,2.0,2.0,FALSE,FALSE
Turkey,"Sincan, Central Anatolia Region, Etimesgut, Turkey",95,146735,1544.578947368421,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",90,147822,1642.4666666666667,3.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Pasadag Mahallesi, Basiskele, Turkey",70,135866,1940.942857142857,2.0,1.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",56,119562,2135.035714285714,1.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",70,273906,3912.942857142857,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",120,303501,2529.175,3.0,2.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",114,228255,2002.2368421052631,2.0,2.0,FALSE,FALSE
Turkey,"Bahtili, Mediterranean Region, Antalya, Turkey",67,236950,3536.5671641791046,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",83,149893,1805.9397590361446,3.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",45,165213,3671.4,NA,NA,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",95,169561,1784.8526315789475,2.0,2.0,FALSE,FALSE
Turkey,"Etimesgut, Central Anatolia Region, Ankara, Yenimahalle, Turkey",62,143475,2314.1129032258063,2.0,1.0,FALSE,FALSE
Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",120,144561,1204.675,3.0,1.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",43,141301,3286.0697674418607,1.0,1.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",50,141301,2826.02,1.0,1.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",46,141301,3071.7608695652175,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",90,125578,1395.3111111111111,2.0,1.0,FALSE,FALSE
Turkey,"Bahtili, Mediterranean Region, Antalya, Turkey",67,236950,3536.5671641791046,2.0,1.0,FALSE,FALSE
Turkey,"Ishakli, Mediterranean Region, Alanya, Turkey",66,199995,3030.2272727272725,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",47,124997,2659.5106382978724,NA,NA,FALSE,FALSE
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",110,162504,1477.3090909090909,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",35,120649,3447.114285714286,NA,NA,FALSE,FALSE
Turkey,"Bulak, Black Sea Region, Turkey",70,120649,1723.557142857143,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",80,113041,1413.0125,2.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",48,122823,2558.8125,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",130,160865,1237.423076923077,3.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",75,210864,2811.52,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",72,255428,3547.6111111111113,2.0,1.0,FALSE,FALSE
Turkey,"Bueyuekcekmece, Marmara Region, Mimarsinan Mahallesi, Turkey",102,259776,2546.823529411765,2.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",101,209777,2077,2.0,2.0,FALSE,FALSE
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",55,156518,2845.7818181818184,1.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",42,143475,3416.0714285714284,1.0,1.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",45,134779,2995.088888888889,1.0,1.0,FALSE,FALSE
Turkey,"Doesemealti, Mediterranean Region, Turkey",51,144045,2824.4117647058824,1.0,1.0,FALSE,FALSE
Turkey,"Central Anatolia Region, Ankara, Turkey",140,160865,1149.0357142857142,4.0,2.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",55,126354,2297.3454545454547,1.0,1.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",45,129344,2874.311111111111,NA,NA,FALSE,FALSE
Turkey,"Marmara Region, Turkey",80,250000,3125,1.0,1.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",90,213038,2367.088888888889,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",31,166300,5364.5161290322585,NA,NA,FALSE,FALSE
Turkey,"Fatih, Marmara Region, Turkey",130,179343,1379.5615384615385,3.0,1.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",75,176082,2347.76,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",69,201082,2914.231884057971,NA,NA,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",90,188039,2089.322222222222,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",38,184128,4845.473684210527,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",38,208690,5491.8421052631575,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Turkey",170,187136,1100.8,4.0,2.0,FALSE,FALSE
Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",125,160865,1286.92,2.0,2.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",55,163039,2964.3454545454547,1.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Istasyon Mahallesi, Turkey",80,132605,1657.5625,2.0,1.0,FALSE,FALSE
Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",116,159778,1377.396551724138,2.0,2.0,FALSE,FALSE
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",110,155527,1413.8818181818183,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Turkey",95,111505,1173.7368421052631,2.0,1.0,FALSE,FALSE
Turkey,"Aegean Region, Bodrum, Turkey",95,216832,2282.442105263158,1.0,1.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",186,218473,1174.5860215053763,4.0,3.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",68,211951,3116.926470588235,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",53,249967,4716.358490566037,1.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",68,262825,3865.073529411765,1.0,1.0,FALSE,FALSE
Turkey,"Kahyalar, Mediterranean Region, Gazipasa, Turkey",145,277167,1911.496551724138,3.0,3.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",98,215212,2196.0408163265306,2.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",55,195647,3557.2181818181816,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",49,221733,4525.163265306122,1.0,1.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",102,154561,1515.3039215686274,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",36,157605,4377.916666666667,NA,NA,FALSE,FALSE
Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",66,152170,2305.6060606060605,2.0,2.0,FALSE,FALSE
Turkey,"Aegean Region, Turkey",330,232052,703.1878787878788,5.0,3.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",52,272819,5246.5192307692305,1.0,1.0,FALSE,FALSE
Turkey,"Central Anatolia Region, Ankara, Turkey",101,171735,1700.3465346534654,2.0,2.0,FALSE,FALSE
Turkey,"Calipinar, Mediterranean Region, Gazipasa, Turkey",90,270645,3007.1666666666665,2.0,2.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",64,220646,3447.59375,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",38,180430,4748.1578947368425,1.0,1.0,FALSE,FALSE
Turkey,"Karsiyaka, Black Sea Region, Turkey",105,157605,1501,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",90,191140,2123.777777777778,2.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",44,141301,3211.3863636363635,1.0,1.0,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",92,185865,2020.2717391304348,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",70,191739,2739.1285714285714,2.0,1.0,FALSE,FALSE
Turkey,"Guelluek, Aegean Region, Milas, Turkey",60,249993,4166.55,2.0,1.0,FALSE,FALSE
Turkey,"Calipinar, Mediterranean Region, Gazipasa, Turkey",120,282601,2355.008333333333,3.0,2.0,FALSE,FALSE
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",53,269444,5083.8490566037735,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",38,194560,5120,NA,NA,FALSE,FALSE
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",100,183691,1836.91,2.0,1.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",65,217386,3344.4,1.0,1.0,FALSE,FALSE
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",44,124534,2830.318181818182,1.0,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Mersin, Turkey",79,135866,1719.8227848101267,2.0,2.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",54,157061,2908.537037037037,NA,NA,FALSE,FALSE
Turkey,"Marmara Region, Mehtercesme Mahallesi, Turkey",50,116301,2326.02,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",150,201082,1340.5466666666666,3.0,2.0,FALSE,FALSE
Turkey,"Erdemli, Mediterranean Region, Mersin, Turkey",200,184778,923.89,4.0,3.0,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",200,302166,1510.83,4.0,2.0,FALSE,FALSE
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",90,195647,2173.8555555555554,3.0,3.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",36,149996,4166.555555555556,NA,NA,FALSE,FALSE
Turkey,"Konak, Aegean Region, Turkey",75,317383,4231.7733333333335,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",34,158692,4667.411764705882,NA,NA,FALSE,FALSE
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",52,130575,2511.0576923076924,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",45,157605,3502.3333333333335,NA,NA,FALSE,FALSE
Turkey,"Marmara Region, Turkey",87,179897,2067.7816091954023,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",43,228255,5308.2558139534885,NA,NA,FALSE,FALSE
Turkey,"Mediterranean Region, Antalya, Turkey",56,110630,1975.5357142857142,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Mersin, Turkey",90,118000,1311.111111111111,2.0,2.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",66,198904,3013.6969696969695,1.0,1.0,FALSE,FALSE
Turkey,"Pendik, Marmara Region, Turkey",59,220646,3739.762711864407,2.0,1.0,FALSE,FALSE
Turkey,"Marmara Region, Turkey",52,231516,4452.2307692307695,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Turkey",150,192482,1283.2133333333334,3.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",60,260863,4347.716666666666,1.0,1.0,FALSE,FALSE
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",102,201082,1971.3921568627452,3.0,2.0,FALSE,FALSE
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",90,192386,2137.6222222222223,2.0,2.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",47,171821,3655.7659574468084,1.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Alanya, Turkey",49,190979,3897.530612244898,NA,NA,FALSE,FALSE
Turkey,"Bulak, Black Sea Region, Turkey",140,169561,1211.15,3.0,2.0,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",32,111954,3498.5625,NA,NA,FALSE,FALSE
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",45,123910,2753.5555555555557,NA,NA,FALSE,FALSE
Turkey,"Aegean Region, Turkey",86,173689,2019.639534883721,2.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Turkey",125,142899,1143.192,3.0,1.0,FALSE,FALSE
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",69,197821,2866.9710144927535,NA,NA,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",40,151564,3789.1,2.0,1.0,FALSE,FALSE
Montenegro,"Bijela, Herceg Novi, Montenegro",38,138555,3646.184210526316,1.0,1.0,FALSE,FALSE
Montenegro,"Suscepan, Ratisevina-Suscepan-Trebesin, Herceg Novi, Montenegro",70,152170,2173.8571428571427,2.0,NA,FALSE,FALSE
Montenegro,"Prcanj, Kotor Municipality, Montenegro",56,119562,2135.035714285714,1.0,NA,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",45,121320,2696,1.0,1.0,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",43,124997,2906.906976744186,1.0,NA,FALSE,FALSE
Montenegro,"Dobrota, Kotor Municipality, Montenegro",51,181874,3566.156862745098,2.0,1.0,FALSE,FALSE
Montenegro,"Skaljari, Kotor, Kotor Municipality, Montenegro",38,130193,3426.1315789473683,NA,1.0,FALSE,FALSE
Montenegro,"Tivat, Tivat Municipality, Montenegro",51,146735,2877.156862745098,2.0,NA,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",40,124495,3112.375,NA,NA,FALSE,FALSE
Montenegro,"Kamenovo, Sveti Stefan, Budva Municipality, Montenegro",38,135866,3575.4210526315787,2.0,NA,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",46,121736,2646.4347826086955,NA,NA,FALSE,FALSE
Montenegro,"Petrovac, Bar, Bar Municipality, Montenegro",49,138040,2817.1428571428573,NA,NA,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",44,172822,3927.7727272727275,1.0,NA,FALSE,FALSE
Montenegro,"Burtaisi, Bar Municipality, Montenegro",83,115700,1393.9759036144578,3.0,1.0,FALSE,FALSE
Montenegro,"Provodina, Herceg Novi, Montenegro",34,109700,3226.470588235294,NA,1.0,FALSE,FALSE
Montenegro,"Sveti Stefan, Budva Municipality, Montenegro",50,130492,2609.84,1.0,1.0,FALSE,FALSE
Montenegro,"Prcanj, Kotor Municipality, Montenegro",65,115214,1772.5230769230768,2.0,NA,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",40,105357,2633.925,NA,1.0,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",30,115414,3847.133333333333,1.0,1.0,FALSE,FALSE
Montenegro,"Dobra Voda, Bar Municipality, Montenegro",38,108693,2860.342105263158,2.0,NA,FALSE,FALSE
Montenegro,"Bijela, Herceg Novi, Montenegro",30,91957,3065.233333333333,1.0,1.0,FALSE,FALSE
Montenegro,"Bijela, Herceg Novi, Montenegro",42,85878,2044.7142857142858,1.0,1.0,FALSE,FALSE
Montenegro,"Tivat, Tivat Municipality, Montenegro",22,102844,4674.727272727273,NA,NA,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",45,136558,3034.6222222222223,1.0,1.0,FALSE,FALSE
Montenegro,"Perast, Kotor Municipality, Montenegro",71,138040,1944.225352112676,1.0,NA,FALSE,FALSE
Montenegro,"Igalo, Herceg Novi, Montenegro",48,131970,2749.375,1.0,1.0,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",65,146735,2257.4615384615386,2.0,NA,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",30,155310,5177,1.0,1.0,FALSE,FALSE
Montenegro,"Przno, Sveti Stefan, Budva Municipality, Montenegro",50,105104,2102.08,1.0,1.0,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",30,154623,5154.1,1.0,1.0,FALSE,FALSE
Montenegro,"Herceg Novi, Montenegro",71,146735,2066.6901408450703,NA,NA,FALSE,FALSE
Montenegro,"Zelenika-Kuti, Herceg Novi, Montenegro",39,118475,3037.8205128205127,1.0,NA,FALSE,FALSE
Montenegro,"Igalo, Herceg Novi, Montenegro",58,174437,3007.5344827586205,1.0,1.0,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",57,119965,2104.6491228070176,2.0,1.0,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",40,123843,3096.075,1.0,1.0,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",30,130459,4348.633333333333,1.0,1.0,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",51,124495,2441.078431372549,2.0,NA,FALSE,FALSE
Montenegro,"Skaljari, Kotor, Kotor Municipality, Montenegro",31,106210,3426.1290322580644,NA,1.0,FALSE,FALSE
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",55,87096,1583.5636363636363,1.0,1.0,FALSE,FALSE
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",90,157611,1751.2333333333333,2.0,1.0,FALSE,FALSE
Montenegro,"Станишичи, Budva Municipality, Montenegro",48,177515,3698.2291666666665,1.0,1.0,FALSE,FALSE
Montenegro,"Ratisevina, Ratisevina-Suscepan-Trebesin, Herceg Novi, Montenegro",45,77402,1720.0444444444445,1.0,1.0,FALSE,FALSE
